IDCliente,Genero,Jubilado,Casado,Dependientes,Permanencia_Meses,Telefonia,MutlipleLineas,Internet,SeguridadOnline,CopiaSeguridadLinea,SeguroDispositivo,Soporte,StreamingTV,StreamingMovies,TipoContrato,ReciboOnline,MetodoPago,MontoPlan,MontoTotal,Churn
5448-VWNAM,Mujer,No,No,Si,19,Si,Si,DSL,Si,Si,No,Si,Si,No,Mensual,Si,Pago efectivo,75.9,1375.6,No
1177-XZBJL,Hombre,No,Si,Si,53,Si,Si,DSL,Si,Si,No,Si,No,No,Un año,No,Transferencia bancaria,64.15,3491.55,No
3518-FSTWG,Hombre,Si,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Dos años,Si,Transferencia bancaria,109.55,7920.7,No
9330-VOFSZ,Mujer,No,Si,No,60,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito,110.8,6640.7,No
4351-QLCSU,Mujer,No,No,No,1,Si,No,DSL,No,No,No,No,Si,No,Mensual,Si,Tarjeta de credito,55,55,Si
0939-EREMR,Mujer,No,No,Si,13,Si,No,DSL,No,No,Si,Si,No,No,Mensual,No,Pago efectivo,53.45,718.1,No
9389-ACWBI,Mujer,No,Si,Si,5,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Tarjeta de credito,69.95,320.4,No
5419-JPRRN,Hombre,No,No,No,1,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque,101.45,101.45,Si
3644-QXEHN,Hombre,No,Si,Si,13,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,No,Cheque,97,1334.45,No
2911-IJORQ,Hombre,No,No,No,37,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,90.6,3358.65,No
5921-NGYRH,Hombre,No,Si,No,64,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Pago efectivo,73.55,4764,No
2100-BDNSN,Mujer,No,Si,No,5,Si,Si,DSL,No,No,Si,Si,Si,No,Mensual,No,Transferencia bancaria,67.95,350.3,Si
5998-DZLYR,Mujer,No,Si,No,61,Si,Si,Fibra optica,No,Si,No,Si,No,Si,Dos años,Si,Transferencia bancaria,94.35,5703,No
0488-GSLFR,Mujer,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69.5,69.5,Si
9318-NKNFC,Hombre,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Pago efectivo,18.85,18.85,Si
3985-HOYPM,Hombre,No,No,No,26,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,19.4,525.55,No
9728-FTTVZ,Mujer,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69.2,69.2,Si
9548-LERKT,Hombre,No,Si,No,24,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.75,483.15,No
6576-FBXOJ,Hombre,No,Si,No,17,No,Sin servicio telefonia,DSL,No,No,Si,Si,Si,Si,Un año,No,Cheque,54.6,934.8,No
4310-KEDTB,Mujer,No,No,Si,26,No,Sin servicio telefonia,DSL,No,No,Si,No,No,No,Mensual,Si,Pago efectivo,29.8,786.5,No
7254-IQWOZ,Hombre,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69.65,69.65,Si
2474-BRUCM,Hombre,Si,Si,No,40,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mensual,No,Cheque,101.85,4086.3,Si
4062-HBMOS,Hombre,No,No,No,52,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque,103.05,5364.8,No
0742-NXBGR,Mujer,No,No,No,1,Si,No,Fibra optica,No,Si,Si,No,No,No,Mensual,Si,Cheque,82.3,82.3,Si
2676-ISHSF,Hombre,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.3,20.3,No
9236-NDUCW,Mujer,No,No,No,21,No,Sin servicio telefonia,DSL,Si,No,No,Si,No,No,Dos años,No,Pago efectivo,35.1,770.4,No
4753-PADAS,Mujer,No,Si,No,67,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,Si,Transferencia bancaria,105.7,6816.95,No
6103-QCKFX,Mujer,No,Si,Si,44,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,Transferencia bancaria,56.25,2419.55,No
7781-EWARA,Hombre,No,Si,Si,70,No,Sin servicio telefonia,DSL,No,Si,Si,Si,Si,Si,Un año,No,Cheque,60.35,4138.7,No
6110-OHIHY,Hombre,No,No,No,3,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,No,Cheque,79.25,267.6,Si
7018-FPXHH,Hombre,No,Si,Si,56,Si,No,DSL,Si,Si,Si,No,No,No,Dos años,Si,Transferencia bancaria,59.8,3457.45,No
5889-LFOLL,Mujer,No,No,No,13,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque,84.6,1115.2,Si
5708-EVONK,Mujer,No,Si,Si,58,Si,Si,Fibra optica,Si,Si,No,No,No,Si,Mensual,Si,Transferencia bancaria,93.4,5435.6,Si
8708-XPXHZ,Mujer,No,Si,Si,42,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque,94.2,4186.3,Si
0616-ATFGB,Hombre,Si,Si,No,1,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,No,Cheque,25.05,25.05,Si
0572-ZJKLT,Mujer,No,Si,Si,46,Si,Si,Fibra optica,Si,No,Si,Si,No,Si,Dos años,No,Pago efectivo,99.65,4630.2,No
5135-RDDQL,Mujer,No,Si,Si,63,Si,No,DSL,Si,No,No,No,No,No,Dos años,Si,Transferencia bancaria,50.65,3221.25,No
1353-LJWEM,Hombre,No,No,No,11,Si,No,DSL,No,Si,Si,Si,No,No,Mensual,Si,Cheque,60.9,688.5,No
1794-SWWKL,Hombre,No,Si,Si,15,Si,Si,DSL,No,No,Si,Si,No,No,Mensual,Si,Transferencia bancaria,59.65,867.1,No
6166-YIPFO,Hombre,No,Si,No,72,No,Sin servicio telefonia,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque,64.7,4746.05,No
7016-BPGEU,Mujer,No,No,No,29,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito,25.1,712.85,Si
6876-ADESB,Hombre,No,No,Si,1,Si,No,DSL,No,No,Si,No,No,No,Mensual,No,Cheque,48.95,48.95,Si
9332-GYWLO,Mujer,No,Si,Si,6,Si,No,DSL,No,No,No,No,Si,No,Mensual,No,Cheque,54.85,355.1,No
1963-SVUCV,Hombre,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque,45.3,45.3,Si
4184-VODJZ,Hombre,No,Si,Si,63,Si,Si,Fibra optica,No,Si,No,No,No,Si,Un año,Si,Cheque,91.35,5764.7,No
0220-EBGCE,Hombre,No,No,No,2,Si,No,Fibra optica,No,No,Si,No,No,Si,Mensual,Si,Cheque,85.85,167.3,Si
1092-WPIVQ,Mujer,No,Si,Si,18,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,25.1,428.45,No
7233-IOQNP,Mujer,No,Si,No,43,No,Sin servicio telefonia,DSL,Si,No,No,Si,No,No,Mensual,No,Transferencia bancaria,34,1505.35,No
2834-JKOOW,Mujer,No,No,No,15,No,Sin servicio telefonia,DSL,Si,Si,Si,Si,No,No,Un año,No,Pago efectivo,45.9,693.45,No
2754-VDLTR,Hombre,No,No,Si,10,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,No,Cheque,95.2,930.4,Si
2400-FEQME,Hombre,No,Si,Si,55,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,20.5,1177.95,No
3190-XFANI,Hombre,No,No,Si,49,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Un año,Si,Transferencia bancaria,100.6,5069.65,Si
7551-DACSP,Hombre,No,Si,Si,6,Si,No,DSL,No,Si,Si,No,No,No,Mensual,Si,Pago efectivo,55.3,324.25,Si
4957-SREEC,Hombre,No,Si,Si,70,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,20.35,1458.1,No
7235-NXZCP,Hombre,Si,No,No,2,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Pago efectivo,74.85,156.4,Si
0230-UBYPQ,Hombre,Si,Si,No,63,No,Sin servicio telefonia,DSL,Si,No,No,Si,No,No,Un año,No,Transferencia bancaria,36.1,2298.9,No
4923-ADWXJ,Mujer,No,No,No,25,Si,No,DSL,No,Si,No,Si,No,Si,Mensual,Si,Transferencia bancaria,65.8,1679.65,No
1763-KUAAW,Mujer,Si,No,No,18,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Transferencia bancaria,20.35,369.6,No
1104-TNLZA,Hombre,Si,Si,No,28,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Mensual,Si,Cheque,105.8,2998,No
5195-KPUNQ,Mujer,Si,No,No,53,Si,No,Fibra optica,Si,Si,No,Si,No,Si,Un año,Si,Pago efectivo,96.75,5206.55,No
0520-FDVVT,Hombre,No,No,No,35,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Un año,Si,Transferencia bancaria,102.35,3626.1,Si
3439-GVUSX,Hombre,No,No,No,1,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,No,Pago efectivo,24.4,24.4,No
1444-VVSGW,Hombre,No,Si,No,70,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Un año,No,Tarjeta de credito,115.65,7968.85,Si
5712-PTIWW,Hombre,No,No,No,2,Si,No,Fibra optica,No,No,Si,Si,No,No,Mensual,Si,Cheque,79.85,152.45,Si
5949-HGVJL,Mujer,No,Si,No,26,Si,No,DSL,No,Si,No,Si,Si,Si,Mensual,Si,Cheque,73.05,1959.5,No
5203-XEHAX,Mujer,No,No,No,34,Si,No,DSL,Si,Si,No,No,No,Si,Un año,No,Cheque,64.35,2053.05,No
1635-HDGFT,Mujer,No,No,Si,19,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,20.5,398.55,No
3315-TOTBP,Hombre,No,No,No,15,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Pago efectivo,76,1130.85,Si
8050-XGRVL,Mujer,No,Si,Si,62,Si,No,DSL,Si,No,Si,No,No,No,Un año,No,Tarjeta de credito,54.75,3425.35,No
6661-HBGWL,Mujer,Si,No,No,42,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,104.75,4323.45,Si
1518-VOWAV,Mujer,No,No,No,9,Si,No,DSL,Si,Si,No,No,Si,Si,Mensual,Si,Cheque,74.65,703.55,Si
9828-QHFBK,Hombre,No,No,No,24,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque,51.15,1275.7,No
3908-MKIMJ,Hombre,Si,Si,No,68,No,Sin servicio telefonia,DSL,Si,Si,Si,No,No,No,Dos años,Si,Cheque,41.95,2965.75,No
5012-YSPJJ,Hombre,No,Si,Si,31,Si,No,DSL,No,No,Si,Si,No,No,Mensual,No,Pago efectivo,54.35,1647,No
5909-ECHUI,Mujer,No,No,No,1,Si,No,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque,56.25,56.25,Si
1309-BXVOQ,Hombre,No,Si,No,21,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque,106.1,2249.95,Si
6728-VOIFY,Mujer,No,Si,No,63,Si,No,Fibra optica,No,Si,No,No,Si,Si,Un año,Si,Cheque,96,6109.75,No
9317-WZPGV,Mujer,Si,No,No,2,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Transferencia bancaria,79.75,159.4,Si
4891-NLUBA,Mujer,No,Si,Si,61,No,Sin servicio telefonia,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,61.45,3751.15,No
2856-HYAPG,Mujer,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque,68.65,68.65,Si
8969-PRHFK,Hombre,No,No,No,18,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,19.65,411.25,No
0661-KQHNK,Mujer,No,Si,Si,6,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Tarjeta de credito,19,105.5,No
8709-KRDVL,Mujer,No,No,No,33,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque,100,3320.6,No
4488-PSYCG,Hombre,No,No,No,16,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,20.25,327.45,Si
1427-VERSM,Mujer,No,Si,No,56,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque,98.7,5669.5,No
9801-NOSHQ,Hombre,No,No,Si,23,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,19.8,465.45,No
6339-YPSAH,Hombre,No,No,No,9,Si,No,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Cheque,73.8,704.3,No
3621-CEOVK,Mujer,Si,Si,No,14,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque,100.2,1369.8,Si
6906-ANDWJ,Hombre,No,Si,Si,15,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria,74.9,1107.25,Si
2159-TURXX,Hombre,No,No,No,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de credito,20.05,95.55,No
1548-FEHVL,Hombre,No,Si,No,61,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Mensual,Si,Cheque,106.2,6375.2,No
3795-CAWEX,Hombre,No,Si,Si,70,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito,116.55,8152.3,No
6215-NQCPY,Hombre,No,No,No,15,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mensual,Si,Cheque,99.7,1566.75,No
5647-URDKA,Hombre,No,Si,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.7,130.25,No
2229-DPMBI,Mujer,No,Si,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.5,162.15,No
9626-WEQRM,Mujer,No,No,No,4,No,Sin servicio telefonia,DSL,Si,No,No,No,No,No,Mensual,Si,Pago efectivo,29.15,110.05,No
2188-SXWVT,Mujer,No,No,No,34,Si,No,DSL,Si,Si,No,No,No,No,Un año,No,Pago efectivo,55,1885.15,No
6258-PVZWJ,Hombre,No,Si,No,68,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito,90.8,6302.85,No
1094-BKOSX,Mujer,No,Si,Si,45,No,Sin servicio telefonia,DSL,No,Si,Si,Si,No,Si,Un año,No,Transferencia bancaria,51,2264.5,No
6969-MVBAI,Mujer,Si,No,No,9,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mensual,Si,Cheque,90.1,816.8,No
2978-XXSOG,Mujer,No,No,No,22,Si,Si,DSL,Si,No,No,Si,No,No,Mensual,Si,Pago efectivo,59.05,1253.5,No
2342-CKIAO,Mujer,No,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.3,41.2,No
6953-PBDIN,Hombre,No,Si,No,70,Si,Si,DSL,No,Si,Si,Si,Si,No,Dos años,No,Transferencia bancaria,72.95,5265.55,No
3898-BSJYF,Mujer,No,No,Si,10,Si,Si,DSL,Si,No,Si,Si,No,Si,Un año,No,Tarjeta de credito,73.55,693.3,No
3938-YFPXD,Hombre,No,No,No,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,84.3,5997.1,No
7696-AMHOD,Mujer,No,Si,Si,49,Si,No,DSL,No,Si,Si,No,Si,Si,Un año,No,Tarjeta de credito,78,3824.2,No
2453-SAFNS,Mujer,Si,No,No,54,Si,Si,DSL,No,Si,No,Si,Si,No,Un año,No,Pago efectivo,72.1,3886.05,No
9558-IHEZX,Mujer,No,No,No,71,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de credito,106.75,7283.25,No
9617-UDPEU,Mujer,No,No,No,22,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Si,Pago efectivo,19.25,412.55,No
6340-DACFT,Mujer,No,Si,Si,50,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,20.55,1070.25,No
4955-VCWBI,Mujer,No,Si,Si,43,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,20,817.95,No
6813-GZQCG,Mujer,No,Si,Si,45,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito,24.65,1171.3,No
7426-GSWPO,Hombre,Si,No,No,64,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Mensual,Si,Transferencia bancaria,103.5,6548.65,No
3389-KTRXV,Mujer,No,Si,Si,23,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,23.85,625.65,No
3118-UHVVQ,Mujer,No,Si,No,68,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,25.8,1911.5,No
1031-IIDEO,Mujer,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,70.85,70.85,Si
5832-XKAES,Hombre,No,No,No,2,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito,69.8,134.7,Si
3205-MXZRA,Hombre,No,No,No,26,Si,No,DSL,No,No,No,Si,Si,No,Un año,No,Tarjeta de credito,59.45,1507,No
4701-AHWMW,Hombre,No,Si,No,55,No,Sin servicio telefonia,DSL,No,No,Si,Si,Si,Si,Mensual,Si,Transferencia bancaria,54.55,2978.3,Si
8317-BVKSO,Hombre,No,No,No,14,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque,20.05,299.3,No
5702-KVQRD,Hombre,No,Si,No,71,Si,No,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Cheque,82.55,5832.65,No
0083-PIVIK,Hombre,No,No,No,64,Si,Si,DSL,Si,Si,Si,Si,Si,No,Un año,No,Cheque,81.25,5567.55,No
9210-IAHGH,Mujer,No,No,No,7,Si,No,DSL,No,No,No,Si,Si,Si,Mensual,Si,Tarjeta de credito,70.75,450.8,Si
6169-PGNCD,Mujer,No,No,No,57,Si,No,DSL,Si,Si,Si,Si,Si,No,Dos años,Si,Tarjeta de credito,74.3,4166.35,No
0023-XUOPT,Mujer,No,Si,No,13,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Mensual,No,Cheque,94.1,1215.6,Si
4592-IWTJI,Mujer,No,Si,Si,3,No,Sin servicio telefonia,DSL,Si,No,No,No,No,No,Mensual,No,Tarjeta de credito,29.7,91.7,Si
4909-JOUPP,Hombre,Si,Si,No,72,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,109.7,7898.45,No
4657-FWVFY,Mujer,No,Si,Si,40,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Mensual,Si,Tarjeta de credito,96.35,3915.4,No
2257-BOVXD,Hombre,No,Si,No,14,Si,Si,DSL,No,No,No,Si,Si,No,Mensual,Si,Tarjeta de credito,66.6,979.5,No
7729-JTEEC,Hombre,No,Si,Si,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque,44.5,90.05,No
7632-MNYOY,Hombre,Si,No,No,66,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Un año,No,Tarjeta de credito,110.9,7432.05,Si
6518-LGAOV,Mujer,No,Si,No,38,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque,105,4026.4,Si
7242-QZLXF,Hombre,No,No,Si,1,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,Si,Cheque,25.3,25.3,Si
4576-CSAJH,Hombre,No,No,No,22,Si,No,DSL,No,Si,No,Si,No,No,Un año,Si,Tarjeta de credito,55.15,1193.05,Si
1000-AJSLD,Hombre,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Pago efectivo,20.1,20.1,Si
9696-RMYBA,Hombre,No,No,No,5,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Pago efectivo,80.1,398.55,No
8690-UPCZI,Hombre,No,Si,Si,29,Si,Si,DSL,Si,No,No,Si,Si,No,Un año,No,Transferencia bancaria,69.05,1958.45,No
1062-LHZOD,Hombre,No,Si,Si,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Pago efectivo,69.9,69.9,Si
9770-LXDBK,Mujer,No,No,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.4,63.15,No
4086-WITJG,Hombre,No,Si,Si,71,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,19.7,1301.1,No
8344-WFMFH,Hombre,No,No,Si,9,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque,50.1,484.05,No
9600-NAXZN,Hombre,No,No,No,43,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque,101.4,4528,Si
8822-KNBHV,Mujer,No,No,No,48,Si,Si,DSL,Si,Si,Si,No,Si,Si,Un año,Si,Tarjeta de credito,83.45,3887.85,No
8404-FYDIB,Hombre,No,No,No,26,Si,Si,Fibra optica,Si,Si,No,No,No,No,Mensual,Si,Tarjeta de credito,86.65,2208.75,No
2791-SFVEW,Mujer,No,No,No,9,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,20.15,238.15,No
6457-USBER,Hombre,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque,80.8,80.8,Si
6762-NSODU,Mujer,No,Si,Si,46,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,19.4,958.15,No
4662-EKDPQ,Hombre,No,No,No,2,Si,Si,DSL,No,No,No,No,No,Si,Mensual,No,Transferencia bancaria,62.05,118.3,Si
9248-OJYKK,Hombre,Si,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,76.45,76.45,Si
9888-ZCUMM,Hombre,No,Si,Si,64,No,Sin servicio telefonia,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,60.05,3845.45,No
3398-FSHON,Mujer,Si,No,No,12,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Cheque,91.3,1094.5,Si
3319-DWOEP,Hombre,Si,Si,No,6,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque,95.75,573.75,Si
1074-WVEVG,Mujer,No,Si,No,59,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,20.35,1267,No
9979-RGMZT,Mujer,No,No,No,7,Si,No,Fibra optica,No,Si,No,No,Si,Si,Un año,Si,Pago efectivo,94.05,633.45,No
6437-UDQJM,Mujer,Si,Si,No,72,Si,Si,DSL,Si,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de credito,84.1,6129.65,No
1226-IENZN,Hombre,Si,No,No,16,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque,78.75,1218.25,No
2108-GLPQB,Hombre,No,Si,No,25,Si,Si,DSL,No,No,Si,No,No,No,Mensual,No,Tarjeta de credito,55.55,1405.3,No
9259-PACGQ,Mujer,No,Si,No,34,Si,Si,DSL,Si,Si,No,Si,No,No,Mensual,No,Cheque,62.65,2274.9,Si
4415-IJZTP,Mujer,No,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,74.5,74.5,Si
1465-VINDH,Mujer,No,Si,Si,10,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Tarjeta de credito,102.1,1068.85,Si
5474-LAMUQ,Hombre,No,Si,No,24,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,20.1,533.9,No
3468-DRVQJ,Mujer,No,Si,Si,10,Si,Si,DSL,Si,Si,No,No,Si,No,Un año,No,Cheque,70.3,676.15,No
1122-YJBCS,Hombre,No,Si,No,69,Si,No,DSL,Si,Si,No,No,No,No,Un año,Si,Tarjeta de credito,53.65,3804.4,No
4990-ALDGW,Hombre,No,No,No,57,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,20.75,1118.8,No
4816-OKWNX,Hombre,No,Si,Si,50,Si,No,Fibra optica,No,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,103.4,5236.4,No
3315-IKYZQ,Hombre,No,Si,Si,28,No,Sin servicio telefonia,DSL,Si,No,Si,Si,Si,No,Un año,No,Pago efectivo,50.8,1386.8,No
